Dia;Taxa_Compra_Manhã;Taxa_Venda_Manhã;PU_Compra_Manhã;PU_Venda_Manhã;PU_Base_Manhã
25/06/2019;3,76%;3,88%;1799.79;1767.15;1766.88
26/06/2019;3,73%;3,85%;1808.03;1775.24;1774.99
27/06/2019;3,72%;3,84%;1811.04;1778.19;1777.95
28/06/2019;3,62%;3,74%;1839.11;1805.73;1805.52
01/07/2019;3,55%;3,67%;1859.12;1825.37;1825.12
02/07/2019;3,56%;3,68%;1856.53;1822.83;1822.58
03/07/2019;3,64%;3,76%;1834.23;1800.97;1800.72
04/07/2019;3,58%;3,70%;1851.34;1817.76;1817.52
05/07/2019;3,65%;3,77%;1831.88;1798.68;1798.47
08/07/2019;3,61%;3,73%;1843.57;1810.17;1809.68
09/07/2019;3,62%;3,74%;1840.76;1807.41;1807.17
10/07/2019;3,59%;3,71%;1850.08;1816.56;1816.3
11/07/2019;3,59%;3,71%;1850.35;1816.83;1816.56
12/07/2019;3,59%;3,71%;1850.62;1817.11;1816.83
15/07/2019;3,61%;3,73%;1845.39;1811.99;1811.59
16/07/2019;3,63%;3,75%;1840.18;1806.88;1806.48
17/07/2019;3,67%;3,79%;1829.4;1796.32;1795.92
18/07/2019;3,68%;3,80%;1827.02;1793.99;1793.59
19/07/2019;3,70%;3,82%;1822.14;1789.22;1788.55
22/07/2019;3,68%;3,80%;1828.08;1795.05;1794.66
23/07/2019;3,64%;3,76%;1839.63;1806.39;1.806,00
24/07/2019;3,60%;3,72%;1851.2;1817.74;1817.35
25/07/2019;3,57%;3,69%;1860.05;1826.44;1826.04
26/07/2019;3,62%;3,74%;1846.62;1813.27;1812.62
29/07/2019;3,58%;3,70%;1858.27;1824.71;1824.32
30/07/2019;3,58%;3,70%;1858.66;1825.1;1824.71
31/07/2019;3,60%;3,72%;1853.42;1819.96;1819.57
01/08/2019;3,58%;3,70%;1859.44;1825.88;1825.49
02/08/2019;3,65%;3,77%;1840.44;1807.26;1806.61
05/08/2019;3,69%;3,81%;1829.7;1796.73;1796.34
06/08/2019;3,63%;3,75%;1846.82;1813.53;1813.14
07/08/2019;3,59%;3,71%;1858.45;1824.95;1824.55
08/08/2019;3,54%;3,66%;1872.55;1838.78;1838.4
09/08/2019;3,54%;3,66%;1873.15;1839.38;1838.78
12/08/2019;3,61%;3,73%;1853.75;1820.36;1819.98
13/08/2019;3,54%;3,66%;1873.9;1840.13;1839.75
14/08/2019;3,56%;3,68%;1868.6;1834.94;1834.56
15/08/2019;3,55%;3,67%;1871.79;1838.08;1837.72
16/08/2019;3,53%;3,65%;1878.04;1844.22;1843.66
19/08/2019;3,52%;3,64%;1881.25;1847.38;1847.02
20/08/2019;3,56%;3,68%;1870.25;1836.6;1836.23
21/08/2019;3,51%;3,63%;1884.83;1850.9;1850.54
22/08/2019;3,55%;3,67%;1873.81;1840.1;1839.74
23/08/2019;3,57%;3,69%;1868.45;1834.86;1834.36
26/08/2019;3,58%;3,70%;1865.96;1832.43;1832.08
27/08/2019;3,63%;3,75%;1852.25;1818.98;1818.64
28/08/2019;3,71%;3,83%;1830.34;1797.51;1797.16
29/08/2019;3,73%;3,85%;1825.17;1792.44;1792.1
30/08/2019;3,71%;3,83%;1831.18;1798.35;1797.85
02/09/2019;3,68%;3,80%;1839.83;1806.84;1806.5
03/09/2019;3,69%;3,81%;1837.4;1804.46;1804.12
04/09/2019;3,64%;3,76%;1851.65;1818.45;1818.11
05/09/2019;3,61%;3,73%;1860.39;1827.03;1826.69
06/09/2019;3,64%;3,76%;1852.19;1818.99;1818.54
09/09/2019;3,62%;3,74%;1858.11;1824.81;1824.48
10/09/2019;3,66%;3,78%;1847.27;1814.19;1813.85
11/09/2019;3,66%;3,78%;1847.6;1814.52;1814.19
12/09/2019;3,61%;3,73%;1861.9;1828.55;1828.22
13/09/2019;3,64%;3,76%;1853.96;1820.77;1820.32
16/09/2019;3,65%;3,77%;1851.49;1818.37;1818.04
17/09/2019;3,65%;3,77%;1851.82;1818.69;1818.37
18/09/2019;3,56%;3,68%;1877.41;1843.81;1843.48
19/09/2019;3,50%;3,62%;1894.77;1860.85;1860.52
20/09/2019;3,52%;3,64%;1889.52;1855.71;1855.26
23/09/2019;3,49%;3,61%;1898.4;1864.42;1864.1
24/09/2019;3,46%;3,58%;1907.32;1873.18;1872.86
25/09/2019;3,52%;3,64%;1890.01;1856.21;1855.92
26/09/2019;3,44%;3,56%;1913.18;1878.95;1878.67
27/09/2019;3,42%;3,54%;1919.26;1884.92;1884.61
30/09/2019;3,43%;3,55%;1916.65;1882.37;1882.09
01/10/2019;3,45%;3,57%;1911.17;1.877,00;1876.72
02/10/2019;3,45%;3,57%;1911.44;1877.28;1.877,00
03/10/2019;3,40%;3,52%;1926.15;1891.71;1891.43
04/10/2019;3,38%;3,50%;1932.26;1897.72;1897.41
07/10/2019;3,40%;3,52%;1926.73;1892.31;1892.03
08/10/2019;3,39%;3,51%;1929.91;1895.43;1895.15
09/10/2019;3,43%;3,55%;1917.5;1883.27;1883.03
10/10/2019;3,41%;3,53%;1923.5;1889.16;1888.93
11/10/2019;3,34%;3,46%;1944.01;1909.29;1909.11
14/10/2019;3,30%;3,42%;1955.96;1921.02;1920.79
15/10/2019;3,29%;3,41%;1959.19;1924.2;1923.91
16/10/2019;3,30%;3,42%;1956.54;1921.61;1921.32
17/10/2019;3,26%;3,38%;1968.62;1933.47;1933.18
18/10/2019;3,20%;3,32%;1986.81;1951.33;1950.96
21/10/2019;3,18%;3,30%;1993.08;1957.48;1957.2
22/10/2019;3,16%;3,28%;1999.36;1963.66;1963.37
23/10/2019;3,16%;3,28%;1999.77;1964.06;1963.76
24/10/2019;3,16%;3,28%;2000.07;1964.37;1964.06
25/10/2019;3,12%;3,24%;2012.52;1976.59;1976.19
28/10/2019;3,13%;3,25%;2009.8;1973.93;1973.63
29/10/2019;3,09%;3,21%;2022.2;1986.11;1985.81
30/10/2019;3,06%;3,18%;2031.63;1995.37;1995.07
31/10/2019;2,99%;3,11%;2053.4;2016.73;2016.43
01/11/2019;2,94%;3,06%;2069.28;2032.33;2031.92
04/11/2019;2,89%;3,01%;2085.18;2047.93;2047.64
05/11/2019;2,92%;3,04%;2076.09;2039.03;2038.73
06/11/2019;2,94%;3,06%;2070.16;2033.21;2032.92
07/11/2019;2,96%;3,08%;2064.56;2027.73;2027.42
08/11/2019;3,08%;3,20%;2028.17;1992.05;1991.6
